IssuerDesc,SecurityCode,SecurityDesc,HoldingDirection,CustodianCode,CurrencyCode,Quantity,PriceLocal,PriceBook,UnderlierPriceBook,MktValLocal,MktValBook,AvgCostLocal,AvgCostBook,CostLocal,CostBook,DtdPnlTotal,MtdPnlTotal,YtdPnlTotal,NetExposure,BbergCode,BloombergMarketSectorCode,Cusip,Sedol,Isin,AccrualStartDate,FrequencyCode,Coupon,IssuedDate,Maturity,Strike,ContractSize,ExcerciseType,PutCall,Expiration,ExchangeCode,SecurityTypeCode,SectorDesc,GeographyRegionDesc,GicsSectorDesc
XRT,XRT 6 P66,XRT US 06/22/13 P66,L,GSCO-US,USD,1269,0.34,0.34,73.47,43146,43146,1.8776,0,238267,238267,-6979.5,-92637,-198976.28,-1006921.044,XRT 06/22/13 P66,Equity,,,,NULL,NULL,NULL,NULL,NULL,66,100,American,P,6/22/2013,NYSE AMEX,Option,Consumer Discretionary,North America,
MGM Resorts International,MGM 6 P12,MGM US 06/22/13 P12,L,GSCO-US,USD,2114,0.145,0.145,14.12,30653,30653,0.8035,0,169860,169860,-9513,-51793,-141400.6,-379687.9296,MGM 06/22/13 P12,Equity,,,,NULL,NULL,NULL,NULL,NULL,12,100,American,P,6/22/2013,NYSE AMEX,Option,Consumer Discretionary,North America,Consumer Discretionary
SPDR S&P MidCap 400 ETF Trust,MDY 6 P197,MDY US 06/22/13 P197,L,GSCO-US,USD,705,1.225,1.225,210.97,86362.5,86362.5,4.9,0,345450,345450,-35250,-82837.5,-261229.08,-2293475.967,MDY 06/22/13 P197,Equity,,,,NULL,NULL,NULL,NULL,NULL,197,100,American,P,6/22/2013,NYSE AMEX,Option,Indices/ETFs/Custom Baskets,North America,
Technology Select Sector SPDR Fund,XLK 6 P29,XLK US 06/22/13 P29,L,GSCO-US,USD,5638,0.19,0.19,30.68,107122,107122,0.6496,0,366244,366244,-31009,-140950,-264973.03,-3116988.597,XLK 06/22/13 P29,Equity,,,,NULL,NULL,NULL,NULL,NULL,29,100,American,P,6/22/2013,NYSE AMEX,Option,Information Technology,North America,
Barrick Gold Corp,ABX,BARRICK GOLD CORP,L,CSFB,USD,654405,19.71,19.71,0,12898322.55,12898322.55,28.4841,0,18640176,18640176,294482.25,-8232650.386,-8055801.056,12898322.55,ABX US,Equity,67901108,2024677,CA0679011084,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Materials,North America,Materials
Starwood Hotels & Resorts Worldwide Inc,HOT 5 P57.5,HOT US 05/18/13 P57.5,L,GSCO-US,USD,564,0.04,0.04,64.52,2256,2256,1.5499,0,87419,87419,-13254,-21714,-86876.414,-98251.056,HOT 05/18/13 P57.5,Equity,,,,NULL,NULL,NULL,NULL,NULL,57.5,100,American,P,5/18/2013,NYSE AMEX,Option,Consumer Discretionary,North America,Consumer Discretionary
Barrick Gold Corp,ABX 1/18/14 P25,ABX US 01/18/14 P25,L,GSCO-US,USD,4934,6.8,6.8,19.71,3355120,3355120,1.581,0,780074,780074,-172690,2711233,2560058.43,-6839532.016,ABX 01/18/14 P25,Equity,,,,NULL,NULL,NULL,NULL,NULL,25,100,American,P,1/18/2014,NYSE AMEX,Option,Materials,North America,Materials
SPDR S&P 500 ETF Trust,SPY 5 P145,SPY US 05/18/13 P145,L,GSCO-US,USD,2820,0.075,0.075,159.68,21150,21150,1.012,0,285400,285400,-4230,-179070,-179070,-1121241.024,SPY 05/18/13 P145,Equity,,,,NULL,NULL,NULL,NULL,NULL,145,100,American,P,5/18/2013,NYSE AMEX,Option,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY 5 P150,SPY US 05/18/13 P150,L,GSCO-US,USD,1410,0.155,0.155,159.68,21855,21855,1.7063,0,240588,240588,-7050,-176250,-176250,-1254078.816,SPY 05/18/13 P150,Equity,,,,NULL,NULL,NULL,NULL,NULL,150,100,American,P,5/18/2013,NYSE AMEX,Option,Indices/ETFs/Custom Baskets,North America,
Barrick Gold Corp,ABX 1 C40,ABX US 01/18/14 C40,L,GSCO-US,USD,4230,0.14,0.14,19.71,59220,59220,0.6709,0,283791,283791,-4230,-167085,-228960.17,416032.767,ABX 01/18/14 C40,Equity,,,,NULL,NULL,NULL,NULL,NULL,40,100,American,C,1/18/2014,NYSE AMEX,Option,Materials,North America,Materials
iShares Silver Trust,SLV 7 P26.5,SLV US 07/20/13 P26.5,L,GSCO-US,USD,1410,3.325,3.325,23.46,468825,468825,0.74,0,104340,104340,3525,348975,363021.84,-2694582.756,SLV 07/20/13 P26.5,Equity,,,,NULL,NULL,NULL,NULL,NULL,26.5,100,American,P,7/20/2013,NYSE AMEX,Option,Materials,North America,
Tower Group International Ltd,TWGP,TOWER GROUP INTERNATIONAL LT,L,JPM,USD,676538,18.92,18.92,0,12800098.96,12800098.96,15.45,0,10452512,10452512,81184.56,317972.86,2347586.86,12800098.96,TWGP US,Equity,,B8DT1Q2,BMG8988C1055,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNGS,Stock,Financials,North America,
SPDR Gold Shares,GLD 9 C160,GLD US 09/21/13 C160,L,GSCO-US,USD,1410,1.18,1.18,156.08,166380,166380,3.5736,0,503878,503878,-11985,-327120,-338255.76,3400124.76,GLD 09/21/13 C160,Equity,,,,NULL,NULL,NULL,NULL,NULL,160,100,American,C,9/21/2013,NYSE AMEX,Option,Materials,North America,
Utilities Select Sector SPDR Fund,XLU 1 P36,XLU US 01/18/14 P36,L,GSCO-US,USD,4230,0.565,0.565,41.43,238995,238995,1.3674,0,578410,578410,6345,-154395,-352264.67,-3177262.557,XLU 01/18/14 P36,Equity,,,,NULL,NULL,NULL,NULL,NULL,36,100,American,P,1/18/2014,NYSE AMEX,Option,Utilities,North America,
MGM Resorts International,MGM 9 P11,MGM US 09/21/13 P11,L,GSCO-US,USD,1889,0.225,0.225,14.12,42502.5,42502.5,0.442,0,83494,83494,-8500.5,-40613.5,-42951.52,-323272.8816,MGM 09/21/13 P11,Equity,,,,NULL,NULL,NULL,NULL,NULL,11,100,American,P,9/21/2013,NYSE AMEX,Option,Consumer Discretionary,North America,Consumer Discretionary
SPDR S&P MidCap 400 ETF Trust,MDY 9 P195,MDY US 09/21/13 P195,L,GSCO-US,USD,705,3.575,3.575,210.97,252037.5,252037.5,5.71,0,402555,402555,-58162.5,-86362.5,-151954.08,-3496732.814,MDY 09/21/13 P195,Equity,,,,NULL,NULL,NULL,NULL,NULL,195,100,American,P,9/21/2013,NYSE AMEX,Option,Indices/ETFs/Custom Baskets,North America,
iShares Silver Trust,SLV 10 C30,SLV US 10/19/13 C30,L,GSCO-US,USD,1410,0.225,0.225,23.46,31725,31725,1.17,0,164970,164970,0,-88830,-137528.16,375357.098,SLV US 10/19/13 C30,Equity,,,,NULL,NULL,NULL,NULL,NULL,30,100,American,C,10/19/2013,NYSE AMEX,Option,Materials,North America,
SPDR Gold Shares,GLD 1 C170,GLD US 01/18/14 C170,L,GSCO-US,USD,705,1.455,1.455,156.08,102577.5,102577.5,3.9292,0,277014,277014,-3877.5,-114210,-174815.82,1551513.24,GLD 01/18/14 C170,Equity,,,,NULL,NULL,NULL,NULL,NULL,170,100,American,C,1/18/2014,NYSE AMEX,Option,Materials,North America,
iShares Dow Jones Select Dividend Index Fund,DVY 6 C63,DVY US 06/22/13 C63,L,GSCO-US,USD,2820,2.725,2.725,65.47,768450,768450,0.75,0,211500,211500,7050,366600,554023.69,15309138.17,DVY 06/22/13 C63,Equity,,,,NULL,NULL,NULL,NULL,NULL,63,100,American,C,6/22/2013,CHICAGO,Option,Indices/ETFs/Custom Baskets,North America,
SPDR S&P MidCap 400 ETF Trust,MDY 6 P200,MDY US 06/22/13 P200,L,GSCO-US,USD,705,1.825,1.825,210.97,128662.5,128662.5,3.9086,0,275558,275558,-29962.5,-84600,-147274.29,-3367334.364,MDY 06/22/13 P200,Equity,,,,NULL,NULL,NULL,NULL,NULL,200,100,American,P,6/22/2013,NYSE AMEX,Option,Indices/ETFs/Custom Baskets,North America,
Banc of America Commercial Mortgage Trust 2006-2,05950EAM0,BACM 2006-2 D,L,BONY,USD,705000,79.5,79.5,0,560475,560475,78.8125,0,555628,555628,4488,8028.7,9034.325,560475,BACM 2006-2 D,Mtge,05950EAM0,B1Z3G02,US05950EAM03,7/1/2013,Monthly,5.7646,6/1/2006,5/10/2045,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Other,North America,
SPDR S&P MidCap 400 ETF Trust,MDY 6 C205,MDY US 06/22/13 C205,L,GSCO-US,USD,282,8.85,8.85,210.97,249570,249570,6.95,0,195990,195990,45120,11280,52723.37,4085421.392,MDY 06/22/13 C205,Equity,,,,NULL,NULL,NULL,NULL,NULL,205,100,American,C,6/22/2013,NYSE AMEX,Option,Indices/ETFs/Custom Baskets,North America,
Financial Select Sector SPDR Fund,XLF 5 P18,XLF May 18 Put,L,GSCO-US,USD,2820,0.06,0.06,18.7,16920,16920,0.3954,0,111525,111525,-5640,-80370,-96121.67,-823705.08,XLF 05/18/13 P18,Equity,,,,NULL,NULL,NULL,NULL,NULL,18,100,American,P,5/18/2013,NYSE AMEX,Option,Financials,North America,
Bank of America Corp,BAC 5 P11,BAC US 05/18/13 P11,L,GSCO-US,USD,14019,0.015,0.015,12.33,21028.5,21028.5,0.1398,0,195986,195986,0,-132034.7946,-142983.6346,-772658.5869,BAC 05/18/13 P11,Equity,,,,NULL,NULL,NULL,NULL,NULL,11,100,American,P,5/18/2013,NYSE AMEX,Option,Financials,North America,
UAL,UAL 9 P15,UAL Sept 15 Put,S,GSCO-US,USD,-1410,0.1,0.1,32.32,-14100,-14100,0.1201,0,-16934,-16934,0,4230,1370.56,84762.432,UAL 09/21/13 P15,Equity,,,,NULL,NULL,NULL,NULL,NULL,15,100,American,P,9/21/2013,NYSE AMEX,Option,Industrials,North America,
UAL,UAL 9 P20,UAL Sept 20 Put,L,GSCO-US,USD,1410,0.27,0.27,32.32,38070,38070,0.4199,0,59212,59212,-2820,-14100,-22604.7,-245628.768,UAL 09/21/13 P20,Equity,,,,NULL,NULL,NULL,NULL,NULL,20,100,American,P,9/21/2013,NYSE AMEX,Option,Industrials,North America,
SPDR S&P 500 ETF Trust,SPY 7 P155,SPY US 07/20/13 P155,L,GSCO-US,USD,1426,2.475,2.475,159.68,352935,352935,2.5,0,356500,356500,-25668,-7897,-7897,-7728262.899,SPY 07/20/13 P155,Equity,,,,NULL,NULL,NULL,NULL,NULL,155,100,American,P,7/20/2013,NYSE AMEX,Option,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY 7 P153,SPY US 07/20/13 P153,L,GSCO-US,USD,285.2,2.01,2.01,159.68,57325.2,57325.2,2.2923,0,326883,326883,-8204.76712,-8204.76712,-8204.76712,-1280605.496,SPY 07/20/13 P153,Equity,,,,NULL,NULL,NULL,NULL,NULL,153,100,American,P,7/20/2013,NYSE AMEX,Option,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY 7 P153,SPY US 07/20/13 P153,L,GSCO-US,USD,570.4,2.01,2.01,159.68,114650.4,114650.4,2.2923,0,326883,326883,-16409.53424,-16409.53424,-16409.53424,-2561210.993,SPY 07/20/13 P153,Equity,,,,NULL,NULL,NULL,NULL,NULL,153,100,American,P,7/20/2013,NYSE AMEX,Option,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY 7 P153,SPY US 07/20/13 P153,L,GSCO-US,USD,285.2,2.01,2.01,159.68,57325.2,57325.2,2.2923,0,326883,326883,-8204.76712,-8204.76712,-8204.76712,-1280605.496,SPY 07/20/13 P153,Equity,,,,NULL,NULL,NULL,NULL,NULL,153,100,American,P,7/20/2013,NYSE AMEX,Option,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY 7 P153,SPY US 07/20/13 P153,L,GSCO-US,USD,285.2,2.01,2.01,159.68,57325.2,57325.2,2.2923,0,326883,326883,-8204.76712,-8204.76712,-8204.76712,-1280605.496,SPY 07/20/13 P153,Equity,,,,NULL,NULL,NULL,NULL,NULL,153,100,American,P,7/20/2013,NYSE AMEX,Option,Indices/ETFs/Custom Baskets,North America,
